data,label,angle
"[0.676314   0.19034706 0.28784344 0.6339193  0.19268328 0.51463044
 0.6478265  0.16318777 0.467098   0.5339342  0.2441519  0.6394134
 0.54536146 0.17242408 0.36620662 0.4670374  0.40331107 0.5309608
 0.49469662 0.23476212 0.6585087  0.50853413 0.6432826  0.7983691
 0.6240962  0.24401383 0.406214   0.8570651  0.60390514 0.8459626
 0.7914979  0.22531657 0.7861401  0.59182215 0.6642837  0.40930367
 0.6203683  0.56073445 0.38338888 0.65779996 0.75115037 0.17177401
 0.6273112  0.7096115  0.23431842 0.54947406 0.8295124  0.77994287
 0.5676212  0.7753518  0.30110246]",pushup,"44.908477783203125,91.3360824584961,18.413009643554688,11.662834167480469,169.53745937347412,93.36475610733032"
"[0.29519153 0.59028786 0.6317169  0.2743829  0.58793896 0.7032561
 0.27673337 0.56357455 0.59879553 0.2900071  0.56131136 0.08363339
 0.2990892  0.49091253 0.63845867 0.41262507 0.5446707  0.728367
 0.40906176 0.4248566  0.5190321  0.5736359  0.53196573 0.09496
 0.56824017 0.26656684 0.6521465  0.4217717  0.57166386 0.13451363
 0.44311583 0.31638056 0.22104834 0.6649483  0.43404156 0.43627253
 0.68285817 0.28447342 0.6116096  0.60216105 0.6586447  0.54297394
 0.634391   0.50884616 0.6549643  0.8365404  0.5305162  0.5412713
 0.89612263 0.39333564 0.6280583 ]",squat,"53.99732208251953,45.71762847900391,50.66521453857422,50.70711517333984,23.13142776489257,10.137906551361084"
"[0.05860852 0.7517436  0.48919177 0.0245287  0.7453319  0.58767194
 0.02225137 0.72257185 0.4977956  0.03893193 0.6728653  0.37864414
 0.03729808 0.63243055 0.72585684 0.2618382  0.6641509  0.79346764
 0.15771082 0.56817466 0.71538776 0.5877225  0.67634374 0.7877123
 0.5226008  0.5514593  0.34186938 0.8384643  0.68983644 0.91681105
 0.8902024  0.55083734 0.8386183  0.46900356 0.43410847 0.6333126
 0.43905285 0.36479014 0.7501665  0.6406701  0.2804226  0.77669036
 0.6073211  0.22510993 0.7629808  0.7463277  0.18152952 0.7538513
 0.75057405 0.10643157 0.9330613 ]",pushup,"0.056060791015625,1.2691650390625,3.832733154296875,6.158538818359375,2.5259014889597893,0.9374785423278807"
"[0.51173955 0.23667769 0.59743667 0.51891804 0.22247477 0.515265
 0.52457535 0.21780732 0.4270986  0.56631184 0.23150313 0.6350816
 0.5757867  0.22558056 0.6877362  0.5496864  0.31931362 0.61648226
 0.62446517 0.2904255  0.779346   0.483131   0.44212562 0.3900394
 0.5831614  0.41289285 0.1368897  0.4657101  0.37387344 0.3926961
 0.47580218 0.35934824 0.5908932  0.56511956 0.58996916 0.46700075
 0.6353492  0.58850324 0.6597585  0.41672954 0.75676966 0.7800896
 0.44692993 0.76637274 0.83819616 0.636418   0.87388074 0.65860933
 0.653981   0.8851341  0.605001  ]",situp,"106.81181716918944,103.59600830078124,48.74094009399414,44.92066955566406,82.12995910644531,42.77315521240234"
"[0.26142898 0.23400049 0.5973709  0.21288614 0.2528333  0.6436675
 0.22556446 0.20722042 0.71714586 0.15275589 0.3187056  0.5547206
 0.17897972 0.22680582 0.45382985 0.1933371  0.473404   0.62193793
 0.2511555  0.24725455 0.7048027  0.52098775 0.5622515  0.67460763
 0.50772244 0.2515268  0.9287689  0.84880924 0.56889784 0.76081896
 0.76039284 0.23420918 0.8028798  0.27099237 0.61382145 0.78861654
 0.33698258 0.4889226  0.528105   0.49284402 0.7035257  0.68549716
 0.5159767  0.5704203  0.4845801  0.5482709  0.81616944 0.85416263
 0.55498254 0.74120677 0.48036993]",pushup,"52.65467834472656,41.78466796875,45.96754455566406,39.0404052734375,175.1251927614212,14.010321617126465"
"[0.43911895 0.74988085 0.5861499  0.4218249  0.78421235 0.7015556
 0.42105305 0.7782869  0.5569351  0.45789087 0.8643181  0.84743965
 0.45659038 0.85456413 0.7039282  0.5893184  0.78309745 0.4913325
 0.5804224  0.7674522  0.6537153  0.5992172  0.5373549  0.8117385
 0.6213102  0.64507836 0.1714312  0.52839714 0.62801945 0.41322628
 0.5277491  0.6309719  0.36911693 0.65002215 0.37487036 0.7361686
 0.6053243  0.40268338 0.6031959  0.39196122 0.1439114  0.7629565
 0.389987   0.16828725 0.56216526 0.65623534 0.0093386  0.6260449
 0.6443454  0.01784538 0.6710453 ]",situp,"101.97091674804688,111.18618774414062,46.47875595092773,56.63010025024414,99.90154266357422,35.68745422363281"
"[0.14519563 0.6040631  0.6959609  0.12526499 0.5925468  0.48762164
 0.1269688  0.59241736 0.48498306 0.12598805 0.5353551  0.6993025
 0.12897429 0.5318186  0.5776001  0.20279652 0.50280267 0.75710446
 0.20399779 0.48585567 0.7413308  0.3589412  0.50916624 0.43873388
 0.35864872 0.48903713 0.67924905 0.45645624 0.5772423  0.4526188
 0.4581033  0.5646671  0.48312104 0.48378497 0.5065907  0.80835783
 0.48585823 0.4837759  0.8318833  0.69518423 0.5047117  0.66433996
 0.6972242  0.4661872  0.78741395 0.87627316 0.44927877 0.75311655
 0.90280795 0.39678288 0.7318994 ]",standingSide,"13.897613525390623,16.510543823242188,4.334136962890625,178.71835327148438,36.07256317138672,32.585453033447266"
"[0.6832129  0.22842902 0.6694681  0.66314155 0.22508101 0.7587638
 0.6595832  0.22531942 0.6838414  0.63572687 0.24967237 0.75162077
 0.6268467  0.25273314 0.7105181  0.62929785 0.2983909  0.8028045
 0.5595942  0.32820597 0.6338017  0.6722567  0.36008132 0.4698159
 0.54658866 0.43490386 0.34846073 0.8034859  0.35674846 0.76642007
 0.6624683  0.4487516  0.14598334 0.63513464 0.5152352  0.45513216
 0.58927625 0.5297839  0.7477826  0.7044899  0.6956495  0.72516686
 0.65839845 0.7012519  0.76840365 0.69034034 0.8965956  0.76121634
 0.6682335  0.87048155 0.73314536]",pushup,"18.629249572753903,25.05567169189453,13.578834533691406,19.48600006103516,90.1349868774414,123.3970433473587"
"[0.30877683 0.4702459  0.24958381 0.2954145  0.4680261  0.21305369
 0.29861417 0.48526728 0.21387622 0.28884295 0.4538284  0.5182542
 0.29969501 0.49011433 0.48616108 0.32410073 0.38840985 0.40166092
 0.33077443 0.4996737  0.6081607  0.35895425 0.36486763 0.3243384
 0.3424918  0.58616513 0.35639787 0.38686997 0.4597652  0.09470314
 0.33469898 0.6814432  0.5895594  0.4682876  0.3766062  0.6091825
 0.4723052  0.45458746 0.5041809  0.5614401  0.36303046 0.5305589
 0.57033056 0.48233193 0.53361595 0.67676485 0.36468744 0.5600193
 0.6620343  0.55852276 0.4956596 ]",standingFront,"23.917755126953125,170.8850860595703,146.5268096923828,3.611724853515625,12.390968322753906,72.35460662841797"
"[0.5775     0.33905637 0.3707514  0.5737646  0.32861015 0.34433982
 0.5773747  0.32895753 0.3530465  0.581405   0.31901985 0.51563436
 0.58552504 0.3158928  0.5288945  0.5912683  0.3286072  0.39707217
 0.6111722  0.32595757 0.39312178 0.6099165  0.37139016 0.19046564
 0.6216333  0.35708222 0.2860957  0.603222   0.3546516  0.29302433
 0.6071614  0.34609228 0.38654876 0.59909326 0.4917481  0.454429
 0.6116255  0.5030656  0.4233984  0.5044462  0.57206327 0.42933625
 0.50006056 0.5731891  0.58149433 0.6023814  0.6339053  0.30901107
 0.6062575  0.6391407  0.3282912 ]",situp,"116.00722885131836,107.41215896606444,57.9954719543457,52.42892837524414,34.20934295654297,1.7527313232421875"
"[0.47934616 0.87783235 0.2823905  0.4720404  0.9005446  0.3818803
 0.46955064 0.8986552  0.3586453  0.4990226  0.9039833  0.36430737
 0.4933243  0.89539754 0.3011979  0.5080861  0.8227864  0.36337504
 0.49918982 0.81776613 0.28999233 0.5202608  0.79552054 0.1392765
 0.51542544 0.7800167  0.16141798 0.5159124  0.7963385  0.11855105
 0.5084514  0.83372724 0.2171474  0.51614547 0.5614799  0.15991683
 0.49982178 0.5536034  0.24172087 0.4849691  0.50946057 0.08771221
 0.48484728 0.55625814 0.11349513 0.51340276 0.46970367 0.0321583
 0.50772935 0.49495488 0.05416259]",situp,"59.478257179260254,66.507080078125,79.80980014801025,32.701786041259766,15.873855590820312,55.2851791381836"
"[0.654376   0.6780078  0.4019203  0.6584064  0.6880489  0.46744567
 0.6565181  0.68390715 0.27623707 0.68293333 0.6984633  0.40463567
 0.6788304  0.6902727  0.4795172  0.7036979  0.68219423 0.6845269
 0.6887405  0.64784884 0.48753256 0.7003073  0.62405515 0.37871167
 0.63953656 0.6127655  0.33678862 0.6471018  0.6201265  0.40000325
 0.64179504 0.6190709  0.2903396  0.7101155  0.51287967 0.43694666
 0.68777174 0.5035305  0.43186185 0.6356438  0.40994024 0.28088912
 0.6230562  0.41426712 0.5213084  0.7136418  0.32545215 0.5296787
 0.70452356 0.32635966 0.32858828]",situp,"78.76445007324219,78.59661865234375,35.55734634399414,38.05458450317383,34.80377960205078,82.4393310546875"
"[0.63296735 0.7898832  0.68910724 0.65406305 0.8131087  0.47971228
 0.64507467 0.8127717  0.56508    0.7175454  0.80891633 0.6644649
 0.70358974 0.8113304  0.5193401  0.73354244 0.7319647  0.48539585
 0.6749378  0.69970506 0.45812213 0.5998242  0.67876524 0.15048876
 0.49159414 0.5784439  0.68985516 0.55731    0.66700834 0.5323121
 0.5563532  0.64775634 0.25332725 0.6463985  0.3745116  0.6750486
 0.6044694  0.3778877  0.6357776  0.43666482 0.07048158 0.7517219
 0.42399046 0.09693562 0.54389167 0.7104336  0.02475672 0.57284796
 0.44546753 0.08984677 0.3044078 ]",situp,"104.44972229003906,115.11764526367188,20.36490249633789,20.89872360229492,13.464984893798828,6.236740112304688"
"[0.7562154  0.20237967 0.2593193  0.71377385 0.2116883  0.48211
 0.7284838  0.17736228 0.4674099  0.6199289  0.26583472 0.6345483
 0.62717247 0.1980648  0.4381555  0.5512865  0.42679444 0.4739227
 0.574202   0.23459555 0.62348723 0.5426643  0.66318625 0.810463
 0.6714964  0.21884778 0.2704449  0.8960683  0.62463516 0.7069227
 0.8321679  0.2474308  0.65670305 0.6369286  0.68798083 0.29546708
 0.6458505  0.5858468  0.3394142  0.6798128  0.7828399  0.3174456
 0.65056443 0.7576467  0.2924436  0.58320993 0.86380905 0.7261066
 0.58591306 0.8452245  0.48334157]",pushup,"38.0070686340332,74.35834503173828,9.95734405517578,6.172782897949219,160.71878337860107,81.6856050491333"
"[0.21426828 0.7317111  0.6218933  0.18645187 0.74215806 0.4799086
 0.18066156 0.7109982  0.72411466 0.17328265 0.7244376  0.09377361
 0.15510757 0.6496104  0.65413475 0.2834854  0.67577964 0.5129239
 0.27025452 0.53914607 0.44409454 0.50553024 0.6512958  0.28831035
 0.54988825 0.49651188 0.42293656 0.7078347  0.64493996 0.6911602
 0.7916451  0.5103984  0.7586448  0.39477313 0.44281766 0.44469634
 0.38189626 0.37929165 0.47780058 0.5003769  0.37997267 0.19222124
 0.4610771  0.3191911  0.17290638 0.42604494 0.26167235 0.32214877
 0.42599875 0.20319095 0.60197073]",pushup,"69.6257095336914,91.38552856445312,17.870132446289062,33.708885192871094,168.0437364578247,4.492845892906189"
"[0.23589003 0.6545732  0.65001076 0.22229081 0.669232   0.6647271
 0.21501388 0.63761413 0.8212977  0.23417458 0.66267914 0.5610538
 0.21630488 0.5867123  0.7293697  0.3181879  0.65370595 0.71817285
 0.31007445 0.48750424 0.9098204  0.35859296 0.69110435 0.7748294
 0.38616538 0.34517246 0.42715958 0.30337065 0.77197516 0.8226533
 0.34769607 0.29677022 0.5422363  0.5556021  0.596308   0.88168484
 0.5515759  0.48264778 0.8168192  0.7324272  0.63325137 0.7475985
 0.7511756  0.4424648  0.90097475 0.8771151  0.6552118  0.82867754
 0.9367653  0.39986438 0.8662257 ]",squat,"1.5452728271484375,3.17047119140625,10.230484008789062,154.60794067382812,66.60617446899414,81.54010009765625"
"[0.61834466 0.81317556 0.3385511  0.59133023 0.84495944 0.42182273
 0.581546   0.82999814 0.42955008 0.49632224 0.8533153  0.3479958
 0.47470018 0.7939921  0.51422197 0.52229756 0.7724541  0.63656956
 0.45010465 0.6492565  0.8102931  0.6725572  0.6819869  0.59953225
 0.5796665  0.4868612  0.66120535 0.8412163  0.6876983  0.85271174
 0.9005531  0.5419854  0.8816036  0.6918714  0.45620406 0.5555218
 0.6403389  0.37411815 0.5581488  0.7244541  0.3055419  0.76159835
 0.68776274 0.22616845 0.71653163 0.75541127 0.18127763 0.62038314
 0.7449463  0.1161423  0.7888684 ]",pushup,"9.689376831054688,1.785919189453125,16.887733459472656,15.997230529785156,118.83594989776611,147.0095282793045"
"[0.492477   0.7203025  0.73731154 0.47625688 0.74307066 0.87716
 0.4734442  0.7354576  0.65713966 0.4951704  0.8103603  0.79815876
 0.49112472 0.7951159  0.6487875  0.5972683  0.7987959  0.7454134
 0.5837361  0.7656206  0.72531307 0.5901993  0.5623495  0.5774367
 0.58643883 0.6157567  0.33621413 0.5716892  0.5716184  0.4164525
 0.56596863 0.5810722  0.23882785 0.76462495 0.52185816 0.62925965
 0.7373621  0.5197012  0.75817835 0.55438006 0.2947948  0.63885915
 0.54887927 0.29803953 0.5382438  0.73429215 0.11610094 0.6451747
 0.72108865 0.12647812 0.7186089 ]",situp,"85.48309326171875,87.99217224121094,72.36813354492188,73.94259643554688,31.581581115722656,65.1131591796875"
"[0.58563566 0.82118857 0.6262913  0.56409425 0.8215584  0.48189518
 0.5629959  0.8183437  0.5576218  0.5384289  0.7855168  0.58684057
 0.5413365  0.7805689  0.56730926 0.52794826 0.7216556  0.5159181
 0.53728914 0.72436583 0.65237486 0.5650386  0.6277019  0.4926356
 0.57890415 0.6321785  0.45228633 0.67743146 0.6574788  0.62728983
 0.7604408  0.66046375 0.69804174 0.5650519  0.49271992 0.7346248
 0.57817256 0.48369724 0.691709   0.62889063 0.31034258 0.53458637
 0.6411948  0.3060578  0.6480503  0.6206994  0.1565459  0.7965376
 0.62800425 0.14397077 0.77515966]",pushup,"24.18592071533203,22.340606689453125,9.892425537109377,10.086013793945312,105.43921375274658,96.70394611358644"
"[0.43203014 0.20114684 0.5501503  0.4065091  0.18851805 0.7145869
 0.40406772 0.18991338 0.68998086 0.3628866  0.22392605 0.8985195
 0.3601371  0.22129989 0.8497412  0.39314428 0.2994551  0.69837826
 0.35419044 0.32515517 0.62105274 0.64092094 0.34200272 0.9510756
 0.5655535  0.38597637 0.5561553  0.84722096 0.36068192 0.79128665
 0.7112987  0.4136511  0.6905523  0.44763097 0.5194883  0.7008355
 0.43439707 0.53055465 0.7618297  0.5822288  0.700948   0.88773805
 0.55037564 0.694315   0.71054846 0.67417675 0.8983739  0.755892
 0.64675975 0.8792855  0.76218385]",pushup,"7.783905029296875,11.59319305419922,13.97674560546875,22.65785217285156,5.301975250244141,4.569991111755371"
"[0.13194922 0.5165268  0.4133918  0.09811914 0.54988843 0.44975677
 0.10427977 0.4930239  0.6351649  0.09564338 0.61858    0.7526176
 0.11008238 0.4835351  0.49848682 0.21362525 0.73918444 0.88059825
 0.23742166 0.41979083 0.8774812  0.3743797  0.7566633  0.5671636
 0.35985935 0.387654   0.832627   0.47415605 0.7384768  0.76109254
 0.4513277  0.3543578  0.7354333  0.51021844 0.61558396 0.8987877
 0.49168232 0.44569364 0.80399853 0.71637297 0.6130201  0.816092
 0.68722683 0.43960348 0.8212251  0.85054266 0.5909868  0.7691987
 0.82262164 0.46713623 0.89953035]",standingFront,"166.7216339111328,8.613357543945312,172.39915466308594,21.910629272460938,5.295492172241211,163.46453475952148"
"[0.81181604 0.21215482 0.49897128 0.7864557  0.21639632 0.580808
 0.78752786 0.19091372 0.5156825  0.70437676 0.26530737 0.6834095
 0.70231014 0.1823174  0.31298    0.6052831  0.39318416 0.34384555
 0.5752359  0.22072004 0.4233653  0.51869047 0.6139152  0.7975643
 0.5239319  0.26904097 0.12536158 0.84889334 0.5758055  0.6767071
 0.7317911  0.29216215 0.20848043 0.5380725  0.6509776  0.43354422
 0.49344617 0.5463854  0.47094545 0.58976716 0.7181684  0.48471183
 0.5763224  0.71886855 0.27963114 0.5165158  0.8030582  0.7301486
 0.5184853  0.7879227  0.45058843]",pushup,"65.61199951171875,78.3645248413086,39.761817932128906,52.18621063232422,130.36788940429688,61.99641942977905"
"[0.3822271  0.7067286  0.8386961  0.3658686  0.7222349  0.81612563
 0.3626917  0.7244962  0.7065413  0.30680114 0.7048164  0.8619221
 0.30171046 0.70477074 0.85481524 0.305687   0.6255551  0.6261565
 0.2924356  0.6357445  0.6624378  0.5404921  0.6139529  0.7804828
 0.548918   0.6196584  0.65822905 0.69322026 0.625003   0.79536235
 0.7591763  0.645338   0.89274716 0.3263467  0.4378181  0.6787248
 0.31102344 0.43741938 0.7653464  0.52591044 0.31670848 0.6842413
 0.51004577 0.29776672 0.8570248  0.6460679  0.13445199 0.83234304
 0.6457752  0.11708301 0.8981524 ]",pushup,"18.02906036376953,25.35167694091797,49.58854675292969,52.46771240234375,169.44796681404114,173.03297114372253"
"[0.7093277  0.19187886 0.61793846 0.66490996 0.2181585  0.66637206
 0.666877   0.1808254  0.74709594 0.614938   0.3019418  0.61128944
 0.6266391  0.22179617 0.48044118 0.60468715 0.43003708 0.5586527
 0.59283495 0.27263123 0.35064846 0.5627027  0.67391944 0.8114224
 0.66186124 0.2170017  0.39720988 0.80186    0.66666585 0.469058
 0.85888046 0.2308895  0.6988218  0.62054145 0.74889475 0.4677105
 0.599533   0.69260013 0.45634678 0.708312   0.87636644 0.18922219
 0.71114093 0.879699   0.15629785 0.8877829  0.81847805 0.03629871
 0.80813307 0.7030504  0.04970469]",pushup,"59.58663177490234,106.67217254638672,29.903121948242188,31.702789306640625,137.101957321167,78.4950258731842"
"[0.27007836 0.3722986  0.6063134  0.23272091 0.38891986 0.77122736
 0.23887652 0.35787904 0.758286   0.21609867 0.45226952 0.75030696
 0.23398393 0.38006932 0.62968016 0.33381605 0.5620425  0.7262023
 0.39687845 0.41106284 0.8348157  0.6485384  0.6077475  0.69343454
 0.64938855 0.41605178 0.7907216  0.90119255 0.6447493  0.8067009
 0.88177675 0.41270462 0.8922069  0.4447819  0.6938625  0.6932566
 0.48657423 0.6132173  0.61410797 0.65518105 0.76101995 0.71656966
 0.6643324  0.7244782  0.63652664 0.7456901  0.8389712  0.7718278
 0.7475227  0.8029149  0.8348861 ]",pushup,"11.272445678710938,23.034194946289062,34.030242919921875,32.206787109375,178.04294115304947,0.0689516067504882"
"[0.31421506 0.5805318  0.4487638  0.29781717 0.5858017  0.4791382
 0.29631305 0.5616958  0.49630195 0.30253562 0.57188326 0.274319
 0.30258214 0.50921357 0.7499711  0.39580244 0.5711186  0.71408397
 0.37000796 0.42055258 0.7989225  0.48163307 0.56299335 0.46596876
 0.46794796 0.2988295  0.65469104 0.41220525 0.6462017  0.648247
 0.37762344 0.34434763 0.534359   0.5875639  0.4612315  0.7259143
 0.5795578  0.35905576 0.6369896  0.659364   0.6108297  0.53652406
 0.671095   0.42294624 0.694032   0.84973633 0.5291785  0.6436688
 0.8769817  0.35123658 0.7841602 ]",squat,"125.88294982910156,92.42417907714844,128.73056030273438,85.8243408203125,24.434005737304688,44.751057147979736"
"[0.048085   0.32156345 0.6844503  0.029398   0.35455722 0.5445551
 0.02725395 0.32812414 0.29977432 0.062284   0.46326888 0.6328299
 0.04916194 0.38219428 0.04466886 0.23998672 0.561745   0.49556395
 0.21929465 0.3868045  0.66514957 0.54587424 0.6411221  0.2861124
 0.39537802 0.41370213 0.14682668 0.39301202 0.53601694 0.1352963
 0.29786792 0.371875   0.06058485 0.6604381  0.7332275  0.6326265
 0.6074522  0.5584971  0.5464312  0.71688706 0.48590243 0.4824471
 0.61679935 0.3209112  0.65152997 1.0060822  0.5448531  0.03498566
 0.99463457 0.4504642  0.61591744]",squat,"73.32703399658203,91.33528900146484,68.3918685913086,80.66857147216797,14.531939506530762,19.964417457580566"
"[0.22128405 0.624597   0.4165606  0.19408853 0.62825584 0.5445075
 0.20258887 0.60131794 0.4838325  0.19393855 0.6080249  0.12662125
 0.21079598 0.543244   0.4165486  0.2610032  0.5839351  0.5709794
 0.3068974  0.4904137  0.57553697 0.374586   0.591629   0.106606
 0.48047483 0.54614407 0.12813841 0.38136744 0.5920878  0.04017898
 0.5392245  0.55764794 0.18023309 0.50025207 0.49385583 0.4498798
 0.52126044 0.36907777 0.48486504 0.5491392  0.6663533  0.57553387
 0.7118876  0.48654684 0.519665   0.7117328  0.5723145  0.52792674
 0.88805985 0.37831312 0.7371101 ]",squat,"116.79258728027344,75.77945709228516,118.84645080566406,85.19135284423828,6.721218109130859,0.0049619674682617"
"[0.44165805 0.6541845  0.55357325 0.41980022 0.6617909  0.46456712
 0.42089018 0.6499661  0.6170621  0.40605348 0.71437985 0.62569684
 0.40752453 0.69139475 0.40256825 0.46212575 0.79261976 0.5973771
 0.44248047 0.7023938  0.41513553 0.60658866 0.76948446 0.7477556
 0.58885914 0.7418088  0.30460444 0.70794845 0.72371876 0.46622092
 0.6959592  0.6950187  0.31728658 0.583354   0.93594164 0.48738867
 0.6009873  0.84083384 0.38491824 0.7608573  0.91703653 0.63656914
 0.5592614  0.52802724 0.5039773  0.68627757 0.9683425  0.36407173
 0.74040985 0.7269342  0.2903158 ]",situp,"34.726776123046875,28.445995330810547,41.26802062988281,124.14665222167967,141.32991981506348,15.201509475708008"
